file	size_bytes	md5	sha256
data/drugcomb_synergy_prediction_modeling.csv	912306648	e7b24237a7b0c5548031be04267c771d	6524c49e65ccd93f6167311543e38fbadfc99d996aa41f0d26ce341fd00e4b3b
source/summary_v_1_5.csv	1421694989	cd3e24758c10ffaea0124b6e80626c32	not_included_in_this_package
